판매처,카테고리 대,카테고리 중,카테고리 소,상품명,상품가격,상품번호,제조사/수입자,제조국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,자수 레이스 원피스 ENOW81246O,"8,643원",1000068177890,㈜이앤씨 월드/㈜이앤씨 월드,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,스퀘어넥 퍼프 벨티드 원피스(OP-5486),"54,047원",1000065561839,(주)바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,[케네스레이디] (E598) 오픈카라 원버튼 벨트 원피스 (EGOPKH9500),"43,719원",1000063665618,(주)라인바이린/(주)라인바이린,베트남
SSG.COM,여성브랜드패션,원피스,튜닉형/튜브형 원피스,[BLACK LABEL] 다이아 패턴 니트 원피스 JC10450030147,"329,000원",1000057029717,신세계인터내셔날/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,[HSDR-1B406] 헤지스레이디스 벨티드 면혼방 반팔 PK 롱원피스,"153,045원",1000063582623,LF/LF,베트남
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,앰버 프린트 셔링 티어드 원피스 (JVOP321H),"101,916원",1000067228310,(주)티비에이치글로벌/(주)티비에이치글로벌,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,줄라이 플라워 프린팅 롱 원피스 7210337014146,"299,000원",1000059153254,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,쿨피스 핀턱디테일 롱 원피스 (T214MOP303W),"195,170원",1000068918342,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,보브 레터링 리본 타이 원피스 (7151237504),"100,080원",1000065069780,위앤파트너스/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,소매 퍼프 롱 원피스(GL5N0OP53),"40,590원",1000065388944,(주)바바패션/(주)바바패션,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,엠버 그래픽 져지원피스 (JVOP322N),"60,192원",1000067228720,(주)티비에이치글로벌/(주)티비에이치글로벌,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,고방 체크 퍼프소매 원피스(GL5N0OP48),"40,590원",1000068527475,(주)바바패션/(주)바바패션,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,(LYNN/L448)바이어스 기본 원피스(LWOPJG0400),"538,000원",1000065478597,(주)테난/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,벨트포인트 주름 원피스(J212XSE005),"279,650원",1000066214484,(주)대현/라타크,중국
SSG.COM,여성브랜드패션,원피스,튜닉형/튜브형 원피스,V넥 나일론 소매셔링 원피스 (AM2WO449),"48,190원",1000066538867,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인어디션](N753) 벨티드 랩 플레어 원피스(NGOPLD9700),"179,000원",1000068138869,(주)린 컴퍼니/(주)린 컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,[made by LAP] 빅카라 레이스디테일 도트원피스 (AM2WO476),"55,174원",1000066453456,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,페미닌 실버단추 데님 원피스 M2104OP604B_P302563796,"29,780원",1000064643118,모리스커밍홈/판매자 문의,상세설명참조
SSG.COM,여성브랜드패션,원피스,미니원피스,스모킹 디테일 스트랩리스 드레스 라이트 그린/플로럴,"29,900원",1000067570799,H&M/H&M Co.Ltd,중국
SSG.COM,여성브랜드패션,원피스,미니원피스,쿨피스 미니기장 원피스 (T214MOP300W),"164,770원",1000068914614,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,DB_ 레코브 배색 반팔 원피스 (LU31A5OP520X-BK),"42,221원",1000065190475,주식회사 와이엠인터내셔널 (W몰)/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,면/저지원피스,DB_ 레코브 플레어데님원피스 (SB41A3D0001X),"54,692원",1000066344789,주식회사 와이엠인터내셔널 (W몰)/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,면/저지원피스,셔링 퍼프 슬리브 원피스 7251237017199,"149,000원",1000062638968,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,볼륨 벨티드 셔츠 원피스 7150237102169,"79,936원",1000059092623,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,(LYNN/L448)랩원피스(LWOPJG0600),"698,000원",1000065470417,(주)테난/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,프릴 반팔 소매 원피스 (T214MOP253W),"194,850원",1000064456534,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,튜닉형/튜브형 원피스,벌룬 소매 자수 원피스 (T212MOP144W),"242,190원",1000060975625,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인](N604)비대칭 네크라인 H라인 원피스(NWOPKG04L),"64,467원",1000067658124,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,린 옆라인플리츠포인트원피스LGOPKG9200,"79,935원",1000048381182,(주)테난/(주)테난,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[SATIN] [나나 착용]멀티 프린팅 플리츠원피스 S212B659-40.,"210,912원",1000069010219,(주)와이에스콜렉션/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,면/저지원피스,리본 소매 벨티드 원피스 7210237707103,"229,000원",1000049827574,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,날개소매 랩 캉캉 원피스 (AM2WO590),"52,785원",1000068961567,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,린넨 와이드 원피스 (9100241995),"71,200원",1000039918466,(주)한올나래/(주)신세계톰보이,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,보더믹스 도트 롱 원피스 (T212MOP148W),"175,770원",1000061204247,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,소매주름 원피스(LGOPKC9600),"67,270원",1000040534344,(주)테난/(주)태진케이에스,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,쉬즈미스 더블 카라 벨티드 원피스 swwopk21490,"52,109원",1000065944604,(주)엔터식스패션쇼핑몰/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,쥬시 팜트리 세일러 카라 원피스 JC10237113146,"279,000원",1000048884368,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,퍼프 벨티드 플로럴 원피스(OP-5179),"54,047원",1000049967001,(주)바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,볼륨소매 도트원피스(LU31A6OP528X),"46,008원",1000065723279,(주)아이디조이/(주)아이디조이,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,카라넥 더블단추 원피스(LGOPKB9600),"74,460원",1000039882967,(주)테난/(주)재아,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,쿨피스 헴라인 변형 원피스 (T214MOP297W),"181,190원",1000068912526,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,모모원피스(CK3E0OP34),"71,200원",1000040094885,(주)바바패션/바바패션,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인](N604)배색 플리츠 디테일 원피스(NWOPLC02L),"110,409원",1000067389834,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 스퀘어넥 슬림 원피스 - RMOW925R12_39,"19,104원",1000065913447,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,스퀘어넥 볼륨소매 데님 원피스(PM2DO603),"81,180원",1000069240960,(주)제이씨패밀리/(주)제이씨패밀리,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,[시흥점] [A+G]엣지 벨티드 원피스,"26,100원",1000049905474,이와이어패럴/CJ ENM,베트남
SSG.COM,여성브랜드패션,원피스,롱원피스,뒷슬릿포인트프린트저지원피스 JVOP326Q,"52,668원",1000064077704,(주) 티비 에이치 글로벌/(주) 티비 에이치 글로벌,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,[made by LAP] 플라워프린트 러플소매 캉캉원피스 (AM2WO477),"55,174원",1000068223056,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,셔츠형 A라인 원피스 Z203MSE101,"80,100원",1000051620425,(주)대현/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,후드/벨티드 원피스,타임리스 스트라이프 벨티드 원피스_P302013831,"31,968원",1000063909442,쉬즈미스/판매자 문의,상세설명참조
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 스퀘어넥 슬림 원피스 - RMOW925R12_25,"19,104원",1000065913443,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,(LYNN/L448)칼라 벨트형원피스(LWOPJH0200),"548,000원",1000065618088,(주)테난/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,[쥬시쥬디] 전판 프린트 스모킹 원피스 JUOP12HA,"29,640원",1000040659488,(주)티비에이치글로벌/080-545-6860 (주)티비에이치글로벌,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,[라인어디션] (N755) 오프숄더 체크 롱 원피스 (NWOPKH6400),"76,323원",1000067445749,(주) 린컴퍼니/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,미니원피스,새틴 드레스 다크 블루/패턴,"29,900원",1000050199516,H&M/H&M Co.Ltd,인도
SSG.COM,여성브랜드패션,원피스,롱원피스,플라워 프린트 프릴 랩 원피스 (AM2WO470),"55,174원",1000066106639,(주)랩/(주)랩,중국
SSG.COM,여성브랜드패션,원피스,미니원피스,캉캉 미니 원피스 (AM2WO580),"34,222원",1000065473026,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,벌룬데님원피스TP2035012,"30,327원",1000055326961,M&S/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스, 프린트 믹스 조직 원피스 BAOP51931 PK_P092209766,"57,312원",1000060417103,베네통/판매자 문의,상세설명참조
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인어디션][N602]랩 스타일 스트랩 원피스(NWOPKH6000),"73,359원",1000066826208,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,데님 코트 원피스 SNZ21N2,"557,070원",1000062769637,SANDRO/㈜아이디룩/㈜아이디룩,기타
SSG.COM,여성브랜드패션,원피스,미니원피스,쿨피스 미니 기장 볼륨 원피스 (T214MOP298W),"150,850원",1000068913288,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,언발 플라운스 하트 원피스 7251237018199,"149,000원",1000065675543,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,듀엘 브이넥 셔츠형 롱원피스(D212MSE053),"196,308원",1000064038285,(주)대현/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,브이넥 스트랩 린넨 원피스(OP-4453),"20,531원",1000033954992,㈜바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[SATIN] [온라인단독][나나착용]플라워 패턴 머메이드 원피스 O211T601-25,"112,320원",1000065608855,㈜와이에스콜렉션/㈜와이에스콜렉션,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,(E542) 하프 플리츠 랩 원피스 EGOPKG9800,"77,805원",1000066289073,(주) 라인바이린/(주) 라인바이린,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,(N753) 레이어링 잔체크 벨티드 원피(NWOPKG6100),"249,000원",1000052346702,(주)린컴퍼니/(주)린 컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[Thursday Island] 여성 변형 러플 체크 원피스(T194MOP257W),"85,344원",1000065153208,주식회사 위즈원/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,올리비아로렌 DP01 슬림라인 원피스 VOCOAWM4241 (6786128),"66,240원",1000065980536,(주)셀러허브/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,면/저지원피스,[로엠] WY 린넨 셔츠형 원피스 - RMOW92502A_35,"13,344원",1000065913527,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인](N604)커브 라인 핀턱 슬리브 원피스(NWOPKE66L),"76,323원",1000064067356,(주)린컴퍼니/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,플라워 프린트 벨티드 원피스 (SWWOPK23030),"40,120원",1000066902052,㈜인동에프엔/㈜인동에프엔,베트남
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,플로럴 패턴 랩 원피스 (SWWOPK21040),"30,400원",1000048236791,(주)인동에프엔/(주)인동에프엔,베트남
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,쉬폰 플라워 원피스 ENOW81243W,"8,643원",1000068178011,㈜이앤씨 월드/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인어디션] (N755) 언발 절개 원피스 (NWOPLB1700),"91,884원",1000067222526,주)린컴퍼니/주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,브이넥 롱 원피스 SAOPC7861,"191,040원",1000068830563,주베네통코리아/중국,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,(DL4WOP11)아지OPS,"32,000원",1000065506584,(주)패션랜드/(주)패션랜드,중국
SSG.COM,여성브랜드패션,원피스,튜닉형/튜브형 원피스,★고아라 착용★ 백 타이드 폴로 원피스 9100241227011,"239,000원",1000050575741,신세계인터내셔날/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,모직원피스,[로엠] WY 레이스 매칭 플레어 원피스 - RMOW838R15_19_H8Q9,"16,416원",1000049146626,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[OZOC] 넥 러플 패턴 원피스 FONFCOV539M,"16,128원",1000061535117,주식회사 대명월드패션/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[시흥점] 스트라이프 롱니트 원피스 (EK2KO560),"278,000원",1000048091938,(주)준크리에이션/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,사이드플랩오픈칼라원피스(BK6E0OP64),"84,150원",1000043425095,(주)바바패션/(주)바바패션,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,(LYNN/L448)플라워프린트기본원피스(LWOPJG0800),"498,000원",1000065490927,(주)테난/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,유니크 패턴 스모킹 원피스(OP-5646),"50,914원",1000065715039,(주)바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,언발 밑단 셔츠 원피스 7220237681103,"149,400원",1000048315017,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,튜닉형/튜브형 원피스,박시핏 캉캉원피스 (AM2WO481),"54,214원",1000065031744,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,피크드 카라 더블버튼 원피스(NGOPKH9800),"82,251원",1000065066031,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,미니원피스,프리티 글라라 반팔 롱원피스 캐주얼 레터링 원피스티s-01b (6543561),"8,938원",1000060787614,(주)셀러허브/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,패턴디자인 카라 원피스 O201T654-60,"69,064원",1000044435383,㈜영흥/ 070-7606-3322,중국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,[로엠] WY 루즈핏 셔츠형 원피스 - RMOW912R21_64_C6P5,"19,104원",1000063238634,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인](N604)스퀘어 버튼 린넨 원피스(NWOPKH03L),"73,359원",1000067823242,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,E542 버터플라이 자수 카라 원피스 EWOPLD0900,"145,314원",1000068034348,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,스카프 원피스(LGOPKD9100),"58,108원",1000042850832,9주)테난/(주)태진케이에스,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,쇼트 슬리브 스트라이프 원피스 06630651251,"99,000원",1000064762257,Massimo Dutti/마시모두띠코리아 유한회사,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,[Blue Label]볼륨 슬리브리스 시크 그래픽 저지원피스(EM2OOP13),"103,200원",1000069681058,(주)제이씨패밀리/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,브이넥 티어드 원피스 (T214MOP244W),"210,410원",1000067032201,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,린넨 웨이스트 밴딩 포인티드 원피스(OP-4609),"18,181원",1000034835039,㈜바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,민소매 원피스,투포켓 슬리브리스 원피스 9109341533049,"219,000원",1000035935592,신세계톰보이/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,티어드 셔츠 원피스 (MABBOP11M5),"78,400원",1000067542876,㈜퍼스트에프엔씨/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,미니원피스,브로드리 앙글레즈 드레스 크림색,"29,900원",1000049523354,H&M/H&M Co.Ltd,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,V넥 드레스 라이트 베이지,"48,900원",1000049729203,H&M/H&M Co.Ltd,터키
SSG.COM,여성브랜드패션,원피스,미니원피스,라코스테 미니 피케 반팔 원피스 EF8470,"101,501원",1000067184024,㈜GTC9/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[케네스레이디] (E598) 퍼프숄더 더블버튼 원피스 (EWOPKG1000),"70,395원",1000050992360,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,[VOV]보브 파라 레이어드 플리츠 원피스(7120337502),"207,600원",1000070012985,(주)신세계인터네셔날/(주)신세계인터네셔날,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인어디션] (N755) 브이넥 퍼프 더블버튼 원피스 (NGOPKF980),"46,683원",1000067213644,(주) 린컴퍼니/(주) 린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,[쥬시쥬디]J도트변형투웨이제천벨트원피스 JUOP321D,"29,640원",1000043549564,(주)티비에이치글로벌/(주)티비에이치글로벌,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,헤리티지체크원피스(KNM3124),"557,070원",1000066277361,(주) 아이디룩/(주) 아이디룩,중국
SSG.COM,여성브랜드패션,원피스,튜닉형/튜브형 원피스,시어서커 원피스 7150237509142,"97,102원",1000059092757,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[Thursday Island] 여성 패치 벨슬리브 패턴원피스(T194MOP804W),"55,920원",1000065154846,주식회사 위즈원/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,버튼업 포인트 브이넥 원피스 7129337803203,"72,485원",1000059086154,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인](N604)배색 카라 더블버튼 원피스(NWOPLB09L),"91,884원",1000067416335,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,모직원피스,[로엠] WY 솔리드 머메이드 원피스 - RMOW825RS1_59_Q6D6,"14,304원",1000048453905,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[벨트set]모던와이드슬리브플레어원피스,"57,408원",1000052300554,(주)와이티드림/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,T22B3TDR112WT1 코튼 보일 핏 앤 플레어 원피스,"255,000원",1000069751275,TOMMY HILFIGER/(주)한섬,인도
SSG.COM,여성브랜드패션,원피스,민소매 원피스,리넨 슬리브리스 원피스 9109341516056,"199,000원",1000035935601,신세계톰보이/신세계톰보이,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,리본 H라인원피스(LGOPJL9500),"40,730원",1000038396604,(주)테난/(주)태진케이에스,중국
SSG.COM,여성브랜드패션,원피스,미니원피스,트위드 미니 원피스(AM2KO460),"62,158원",1000066945443,(주)LAP/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,체크 퍼프소매 롱 원피스 (T214MOP267W),"138,450원",1000062597942,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,컬러블럭오픈원피스(LU31A6KO503B),"49,965원",1000064898581,(주)아이디조이/(주)아이디조이,중국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,[쥬시쥬디] 제천벨티드셔츠형원피스 JTOP326H,"15,200원",1000033568987,(주)티베에이치글로벌/(주)티비에이치글로벌 080-545-6860,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,숲 애닉스 패턴 롱 원피스 SW7OP60,"26,909원",1000066701997,(주)모다이노칩 천안아산점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인어디션](N753) 페플럼 디테일 버튼 원피스(NGOPLC9700),"179,000원",1000065253155,(주)린컴퍼니/(주)린 컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,버튼 포인티드 카라 니트 원피스(OP-4378),"38,381원",1000033578736,㈜바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,(E504)[케네스레이디] 배색라인 잔체크 A라인 원피스(EGOPKH9400),"49,647원",1000067449669,(주)라인 바이린/(주)라인 바이린,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,나염 배색 롱원피스(SB31A6OP533X),"39,412원",1000066538496,(주)아이디조이/(주)아이디조이,중국
SSG.COM,여성브랜드패션,원피스,미니원피스,코튼 파스텔 플리츠 라운드넥 원피스 (VAOAD2557)_N2B9,"56,074원",1000066198603,(주) 신원/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인어디션](N753) 퍼프 벨티드 A라인 원피스(NWOPLD1700),"279,000원",1000068138845,(주)린 컴퍼니/(주)린 컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인](N604)더블버튼 테일러드 A라인 원피스(NWOPLC15L),"114,855원",1000067413600,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[조이너스] 플리츠 쉬폰 롱원피스 JAAU5-SOP310 (P001419632),"77,501원",1000066464552,마리오쇼핑주식회사/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,★특가★[21SS][그린빈폴] 카키 스트라이프 저지 원피스 (BF1171N03H),"144,900원",1000064556228,삼성물산 패션부문/삼성물산 패션부문,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,레이스패치 주름배색 롱 원피스(PM2WO482),"117,342원",1000065866524,(주)제이씨패밀리/(주)제이씨패밀리,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,퍼프 벨티드 원피스(OP-4970),"54,047원",1000045232288,(주)바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,술 장식 스트링 원피스 7210237006110,"299,000원",1000049827447,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[21SS] 플라워패턴 롱 원피스 SNM31N2,"589,000원",1000069915366,SANDRO/㈜아이디룩/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,튜닉형/튜브형 원피스,소매리본 체크원피스(LGOPKG9300),"84,010원",1000048534842,(주)테난/(주)태진케이에스,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,체크플라워패턴원피스LU61A5OP539B,"46,008원",1000068991301,(주)아이디조이/(주)아이디조이,중국
SSG.COM,여성브랜드패션,원피스,모직원피스,[난닝구]모와르 나염캉캉원피스,"32,636원",1000050462306,엔라인협력사/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,스퀘어넥 캉캉 원피스LU21A5OP007X,"46,008원",1000065691584,(주)아이디조이/(주)아이디조이,베트남
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[SATIN] [온라인단독] 플라워 패턴 프릴 롱 원피스 O211T669-57,"55,080원",1000065694771,㈜와이에스콜렉션/㈜와이에스콜렉션,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,플라워패턴 언발프릴쉬폰원피스S212B670A46,"204,135원",1000063581155,(주)모다이노칩 전주김제점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,[Blue Label]브이넥 셔링 드로우 스트링 원피스 (EM2OOP12),"127,200원",1000069679709,02-2015-6000/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,민소매 원피스,리넨 슬리브리스 원피스 9109341516048,"199,000원",1000035935603,신세계톰보이/신세계톰보이,중국
SSG.COM,여성브랜드패션,원피스,미니원피스,V넥 롱 드레스 화이트,"59,900원",1000049510414,H&M/H&M Co.Ltd,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 깅엄 데이트 원피스 - RMOW926R23_25,"15,264원",1000065913387,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,[Blue Label]서스팬더 롱 프릴 원피스(EM2OOP06),"112,250원",1000065014439,(주)제이씨패밀리/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,모직원피스,SOUP 브이넥 앞단추 원피스 SW7OPS3,"25,754원",1000064108918,"(주)동광인터내셔날, 준현/(주)동광인터내셔날, 준현",상세설명참조
SSG.COM,여성브랜드패션,원피스,롱원피스,듀엘 시스루플라워 플리츠쉬폰원피스(D202MSE032),"161,868원",1000065880744,(주)대현/(주)대현/HI가먼트코리아,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,노랑나비 반팔원피스 S212B659A40,"189,821원",1000065473567,(주)모다이노칩 전주김제점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,네이비 시어서커 랩 셔츠 원피스 (BF0371C01R),"189,605원",1000043209359,삼성물산 패션부문/삼성물산 패션부문,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,플라워자수 원피스(LU61A6OP534X),"52,604원",1000068574688,(주)아이디조이/(주)아이디조이,중국
SSG.COM,여성브랜드패션,원피스,모직원피스,[로엠] WY 레이스 카라 퍼프소매 원피스 - RMOW837R11_25_P6J6,"9,504원",1000049146649,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,플라워 패턴 롱 원피스 (SWWOPK21260),"50,150원",1000048997654,(주)인동에프엔/(주)인동에프엔,베트남
